Id,Label,Note,Subjects,Subjects_Primary,Versification,_description,Macaronic,Author(s),Author confidence,Title(s),Bibliographic Ghosts,Type,n_witnesses
DIMEV 3875,O Emperess the Emperor,"Possibly intended for the same burden as the preceding hymn (796), ‘Stella celi micaris clare / regina celi letare’, f. 78.",hymns to Virgin Mary;hymns to Virgin Mary,Virgin Mary,— four-line — abab,"James Ryman, a macaronic hymn to the Virgin Mary — eight quatrains (abab) with alternating refrains, ‘Quem meruisti portare’ (ln. 2) and ‘Regina celi letare’ (ln. 4)",Latin,James Ryman,,,,Text,1
DIMEV 3888,O fair Rachel seemly in sight,,hymns to Virgin Mary,Virgin Mary,— four-line — abab,"James Ryman, A hymn to the Virgin Mary — eight quatrains including refrain, ‘Mater misericordie’ and burden: ‘Salue regina glorie / mater misericordie’",Latin,James Ryman,,,,Text,1
DIMEV 3898,O flos campi of sweet odor,,hymns to Virgin Mary,Virgin Mary,— seven-line — ababbcc,"James Ryman, a hymn to the Virgin Mary — seven stanzas rhyme royal",Latin,James Ryman,,,,Text,1
DIMEV 3899,O flower of all virginity,,hymns to Virgin Mary,Virgin Mary,— seven-line — ababbcc,"James Ryman, ‘O mater indulgencie’ — three stanzas rhyme royal including refrain ‘O mater indulgencie’ and burden: ‘O regina clemencie / O mater indulgencie’",Latin,James Ryman,,,,Text,1
DIMEV 3912,O glorious Mother and Maid of pity,,"Virgin Mary, salutation to",Virgin Mary,— seven-line — ababbcc,"‘Vita et spes nostra salue’, a salutation to the Virgin Mary — six stanzas rhyme royal",,,,‘Vita et spes nostra salue’,,Text,1
DIMEV 3932,O heavenly star so clear and bright,,hymns to Virgin Mary;hymns to Virgin Mary,Virgin Mary,— four-line — aaab,"James Ryman, A hymn to the Virgin Mary — eight quatrains (aaab) with alternating refrains: ‘Salue sancta parens’ and ‘Omni labe carens’, which are joined in the burden",Latin,James Ryman,,,,Text,1
DIMEV 3939,O Jesse yard florigerat,"For a variant of stanzas 1, 2, and 5, see stanzas 1-3 of 3940.",hymns to Virgin Mary;hymns to Virgin Mary,Virgin Mary,— four-line — abab,"James Ryman, A hymn to the Virgin Mary — eight quatrains (abab) with refrain ‘Mater misericordie’ and burden: ‘Salue regina glorie / Mater misericordie’",Latin,James Ryman,,,,Text,1
DIMEV 3940,O Jesse yard florigerat,"Stanzas 1-3 are a variant of 3939, stanzas 1, 2, 5; stanzas 4-6 are a variant of 4060, stanzas 2, 3, 8; ‘b’ line of stanza always rhymes with burden.",hymns to Virgin Mary;hymns to Virgin Mary,Virgin Mary,— four-line — abab,"James Ryman, A hymn to the Virgin Mary — six quatrains (abab) and burden: ‘O regina clemencie / O mater indulgencie’",Latin,James Ryman,,,,Text,1
DIMEV 3951,O lady dear O condite clear,,hymns to Virgin Mary;hymns to Virgin Mary,Virgin Mary,— seven-line — ababbcc,"James Ryman, a hymn to the Virgin Mary — three stanzas rhyme royal",,James Ryman,,,,Text,1
DIMEV 3955,O lily flower of sweet odour,,"Virgin Mary, prayers to;Virgin Mary, prayers to",Virgin Mary,— four-line — aabb,"James Ryman, an orison to the Virgin Mary — three quatrains with internal rhyme; with refrain ‘Ora pro nobis’ and burden: ‘Sancta Maria ora pro nobis’",Latin,James Ryman,,,,Text,1
DIMEV 3988,O meek Hester so mild of mind,,"Virgin Mary, prayers to;Virgin Mary, prayers to",Virgin Mary,— four-line — aaab,"James Ryman, an orison to the Virgin Mary — five quatrains (aaab) with ‘Ora pro nobis’ refrain and burden: ‘Sancta maria ora pro nobis’",Latin,James Ryman,,,,Text,1
DIMEV 4008,O Mother mild maid undefiled,,"Virgin Mary, prayers to;Virgin Mary, prayers to",Virgin Mary,— four-line — aabb,"James Ryman, an orison to the Virgin Mary — four quatrains (aabb) with internal rhyme in first three lines and with refrain, ‘Ora pro nobis’ and burden: ‘Sancta Maria ora pro nobis’",Latin,James Ryman,,,,Text,1
DIMEV 4054,O splendent spectacle most comeliest of hue,,"Virgin Mary, praise of;Virgin Mary, prayers to",Virgin Mary,— four-line — abab,Verses in praise of the Virgin Mary — four cross-rhymed quatrains,,,,,,Text,1
DIMEV 4057,O star of Jacob glory of Israel,,"Virgin Mary, joys of;Virgin Mary, prayers to",Virgin Mary,— seven-line — ababbcc,"John Lydgate, ‘To Mary the Star of Jacob’, an orison to the Virgin Mary of the Five Joys — seven stanzas rhyme royal with refrain, ‘Aue maria’",,John Lydgate,,,,Text,5
DIMEV 4059,O stern so bright that gives light,,"Virgin Mary, prayers to;Virgin Mary, prayers to",Virgin Mary,— six-line — ababcc,"An orison to the Virgin Mary — four six-line stanzas plus burden, written as introductory and concluding couplet: ‘O farest last o swetast lady / O blissful lady hewynus quheyne’",,,,,,Text,1
DIMEV 4065,O sweet lady maiden mild,,"Virgin Mary, prayers to;Virgin Mary, prayers to",Virgin Mary,— two-line — aa,A simple prayer attached to a scroll — two couplets,,,,,,Text,1
DIMEV 4068,O sweetest balm of greatest excellence,,"Virgin Mary, prayers to;Virgin Mary, prayers to",Virgin Mary,— eight-line — ababbcbc,"An orison to the Virgin Mary — three 8-line stanzas with the refrain, ‘For in thin helpe is al myn affiaunce’",,,,,,Text,1
DIMEV 4074,O thou joyful light eternal ye shine,,hymns to Virgin Mary,Virgin Mary,— seven-line — ababbcc,"John Lydgate, ‘Regina celi letare’ — five rhyme royal stanzas, each with an additional line in Latin",Latin,John Lydgate,,‘Regina celi letare’,,Text,2
DIMEV 4077,O thou my brother have in thy mind,,"Virgin Mary, prayers to;Virgin Mary, prayers to",Virgin Mary,— twelve-line — ababababbcbc,"Prayer to the Virgin Mary, in a prose miracles of the Virgin Mary — eight 12-line stanzas (ababababbcbc) including refrain, ‘Mater misericordie’",,,,,,Text,1
DIMEV 4080,O thoughtful heart plunged in distress,,"Virgin Mary, life of",Virgin Mary,"— seven-line, eight-line — ababbcc, ababbcbc","John Lydgate, Life of Our Lady — 5936 lines in rhyme royal; the ‘Magnificat’ in 8-line stanzas (ababbcbc)",,John Lydgate,,Life of Our Lady,,Text,47
DIMEV 4081,O tricline of the Trinity,,"Virgin Mary, prayers to;Virgin Mary, prayers to",Virgin Mary,— four-line — aaab,"James Ryman, an orison to the Virgin Mary — eight quatrains (aaab) with ‘Ora pro nobis’ refrain and burden: ‘Sancta maria ora pro nobis’",Latin,James Ryman,,,,Text,1
DIMEV 4128,Of a true love clean and derne,,Virgin Mary,Virgin Mary,— eight-line — abababab,‘Of Clene Maydenhod’ — seventeen 8-line stanzas,,,,‘Of Clene Maydenhod’,,Text,2
DIMEV 4130,Of all flowers fairest fall one,,hymns to Virgin Mary,Virgin Mary,"— twelve-line stanzas, eight-line — ababbcbccdcd, ababbcbc",A song in praise of the Virgin Mary — thirteen 8-line stanzas,,,,,,Text,3
DIMEV 4137,Of all the birds that ever yet were,,"Virgin Mary, songs in honour of;hymns to Virgin Mary",Virgin Mary,— twelve-line stanza,‘Ave regina celorum’ — seven 12-line stanzas,,,,,,Text,1
DIMEV 4148,Of all women that ever were born,For another version which omits stanzas 5 and 7 and prefixes a narrative preface see 2442.,"Virgin Mary, lament of",Virgin Mary,— eight-line — ababbcbc,"The Lamentation of the Virgin Mary — eleven 8-line stanzas with refrain, ‘For now lyeth dedd my dere sone dere’",,,,The Lamentation of the Virgin Mary,,Text,3
DIMEV 4190,Of Mary mild now will I mean,"For the earlier text of which this is a free redaction, see 2165.","Virgin Mary, assumption of",Virgin Mary,— two-line — aa,The Assumption of the Virgin Mary in the ‘expanded’ Northern Homily Cycle,,,,Northern Homily Cycle,,Text,2
DIMEV 4271,On holy hills which beth of great renown,,"Virgin Mary, praise of",Virgin Mary,— eight-line — ababbcbc,"John Lydgate, ‘Gloriosa Dicta sunt de Te’ (The Virgin Mary likened to the New Jerusalem) — twenty-nine 8-line stanzas (ababbcbc)",,John Lydgate,,‘Gloriosa Dicta sunt de Te’,,Text,5
DIMEV 4428,Queen of heaven for Thee,Followed by 6288.,"Virgin Mary, prayers to;Virgin Mary, prayers to",Virgin Mary,— four-line — aaaa,‘Regina celi letare’ — four monorhyming lines,,,,‘Regina celi letare’,,Text,1
DIMEV 4429,Queen of heaven make Thou mirth,,"Virgin Mary, prayers to;Virgin Mary, prayers to",Virgin Mary,— four-line — abab,‘Regina celi letare’ — two quatrains,,,,‘Regina celi letare’,,Text,3
DIMEV 4432,Queen of parage paradise repaired I-wis,,"Virgin Mary, prayers to;Virgin Mary, prayers to",Virgin Mary,— monorhyme — aaa,An orison to the Virgin Mary — two 3-line monorhyming stanzas with medial rhyme,,,,,,Text,1
DIMEV 4452,Regina celi and Lady letare,,hymns to Virgin Mary,Virgin Mary,— twelve-line — ababababbcbc,"A macaronic hymn to the Virgin Mary — seven 12-line stanzas, including refrain, ‘Maria virgo virginum’",Latin,,,,,Text,1
DIMEV 4454,Regina celi letare / In whom first this world began,,hymns to Virgin Mary,Virgin Mary,— eight-line — ababbcbc,A macaronic hymn to the Virgin Mary — four 8-line stanzas,Latin,,,,,Text,1
DIMEV 4455,Regina celi Queen of thy soth,,"Virgin Mary, invitation to man",Virgin Mary,— eight-line,"Mystical invitation of the Virgin Mary to man — ten 8-line stanzas with refrain, ‘Maria virgo assumpta est’",,,,,,Text,1
DIMEV 4474,Rex salamon summus of sapience,,"Virgin Mary, prayers to;Virgin Mary, prayers to",Virgin Mary,— eight-line — ababbcbc,"An aureate prayer to the Virgin Mary — in macaronic 8-line stanzas with refrain, ‘Sonet vox tua in auribus’",Latin,,,,,Text,2
DIMEV 4499,Right goodly fresh flower of womanhood,,"Virgin Mary, prayers to;Virgin Mary, prayers to",Virgin Mary,— eight-line,"H. Bowesper, to the Virgin Mary — one 8-line stanza",,H. Bowesper,,,,Text,1
DIMEV 4515,Rose Mary most virtue virginal,"Ringler Jr. (1992) XRingler Jr., William A. Bibliography and Index of English Verse in Manuscript 1501-1558. London: Mansell, 1992; prepared and completed by Michael Rudick and Susan J. Ringler , TM 1374.","Virgin Mary, songs in honour of",Virgin Mary,— eight-line — ababbcbc,"William Dunbar, ‘Ane ballat of our lady’ — six 8-line stanzas with refrain, ‘O mater Ihesu salve Maria’",Latin,William Dunbar,,‘Ane ballat of our lady’,,Text,4
DIMEV 4703,Saint Mary Gods mother from the apostles nas not,,"Virgin Mary, assumption of",Virgin Mary,— two-line — aa,The Assumption of Our Lady in the South English Legendary — couplets,,,,South English Legendary,,Text,16
DIMEV 4705,Saint Mary lady bright,,"Virgin Mary, joys of;hymns to Virgin Mary",Virgin Mary,— twelve-line stanza — aabaabccbccb,A hymn of the Five Joys — five 12-line stanzas (aabaabccbccb),,,,,,Text,1
DIMEV 4778,Salue with all obeisance to God in humblesse,,hymns to Virgin Mary,Virgin Mary,— eight-line — ababbcbc,"Prayer to the Virgin, in which first words of each line are the Latin words of a prayer to the Virgin (read down the left edges of lines); 5 eight-line stanzas",,,,‘Salve Regina’,,Text,2
DIMEV 4911,Sith thou Mother of grace hast ever in mind,,hymns to Virgin Mary;hymns to Virgin Mary,Virgin Mary,— seven-line — ababbcc,"Thomas Hoccleve, An orison to the Virgin Mary — twenty stanzas rhyme royal",,Thomas Hoccleve,,,,Text,1
DIMEV 5038,Stood she there nigh,Begins part way through the last line of stanza 4; cf. 2831.,Virgin Mary,Virgin Mary,— six-line — aabccb,"‘Compassio Marie’, based on ‘Stabat iuxta Christi crucem’ — seven 6-line stanzas",,,,‘Compassio Marie’,,Text,1
DIMEV 5044,Such a lady so true I never none,,"Virgin Mary, prayers to;Virgin Mary, prayers to",Virgin Mary,,To the Virgin Mary — thirteen lines,,,,,,Text,1
DIMEV 5082,Sweet lady now iwis,,"Virgin Mary, prayers to;Virgin Mary, prayers to",Virgin Mary,— three-line — aaa,‘Alma redemptoris mater’ — twelve three-line stanzas,,,,‘Alma redemptoris mater’,,Text,1
DIMEV 5083,Sweet Lady Saint Mary,,"Virgin Mary, prayers to;Virgin Mary, prayers to",Virgin Mary,— two-line — aa,A prayer to the Virgin Mary — twenty-two lines in couplets,,,,,,Text,7
DIMEV 5089,Sweet Son rue on me and burst out of Thy bonds,,"Virgin Mary, lament of",Virgin Mary,"— four-line, monorhyme — aaaa",The Lament of the Virgin Mary at the Cross — three monorhyming quatrains in John Grimestone’s sermon notebook,,John Grimestone,,,,Text,1
DIMEV 5343,The infinite power essential,,"Virgin Mary, coronation of",Virgin Mary,— eight-line,"The Coronation of the Virgin — seven 8-line stanzas with refrain, ‘Ecce virgo radix Iesse’",,,,,,Text,1
DIMEV 5414,The mother full mannerly and meekly as a maid,"See Ringler Jr. (1992) XRingler Jr., William A. Bibliography and Index of English Verse in Manuscript 1501-1558. London: Mansell, 1992; prepared and completed by Michael Rudick and Susan J. Ringler , TM 1570.","Virgin Mary, songs in honour of",Virgin Mary,"— four-line, monorhyme — aaaa",A moralization on the Virgin Mary playing with the Christ Child — three monorhyming quatrains and 4-line Latin burden: ‘Quid petis O fili…’,Latin,,,,,Text,2
DIMEV 5485,The star [stern] of heaven mother Mary,,hymns to Virgin Mary,Virgin Mary,,A hymn to the Virgin,,,,,,Text,1
DIMEV 5497,The tenth joy had Our Lady at the feast of Architricline,,"Virgin Mary, joys of",Virgin Mary,— two-line — aa,Fifteen Joys of the Virgin Mary — in couplets,,,,,,Text,1
DIMEV 5570,There is a flower sprung of a well,,hymns to Virgin Mary,Virgin Mary,— seven-line — ababbcc,"James Ryman, A hymn of the Virgin Mary and her Son Emmanuel — seven stanzas rhyme royal",,James Ryman,,,,Text,1
DIMEV 5826,Thou heavenly Queen of grace our lodestar,For a similar piece see 3850.,hymns to Virgin Mary,Virgin Mary,— eight-line — ababbcbc,"John Lydgate, a version of ‘Stella Celi extirpauit’ — four eight-line stanzas (ababbcbc)",,John Lydgate,,,,Text,6
DIMEV 5828,Thou holy Mother of God almight,,"Virgin Mary, prayers to;Virgin Mary, prayers to",Virgin Mary,— four-line,‘Speciosa facta es suavis’: a simple prayer to the Virgin Mary — three quatrains,,,,‘Speciosa facta es suavis’,,Text,1
DIMEV 5865,Thou woman bout fere,,hymns to Virgin Mary,Virgin Mary,— six-line — aabccb,"William Herebert, Hymn to the Virgin Mary — fifty-seven lines in six-line stanzas (aabccb)",,William Herebert,,,,Text,1
DIMEV 6122,Upon a lady my love is lent,,"Virgin Mary, songs to",Virgin Mary,— four-line — abab,A song of Love to the Virgin Mary — seven quatrains (abab),,,,,,Text,1
DIMEV 6228,What dolour pierceth our ladys heart,"Ringler Jr. (1988) XRingler Jr., William A. Bibliography and Index of English Verse Printed 1476-1558. London: Mansell, 1988, TP 1814.","Virgin Mary, hours of",Virgin Mary,— four-line,‘Þe houris of oure Ladyis dollouris’ — nine quatrains,,,,,,Text,1
DIMEV 6363,When Jesu Christ was done on rood,For the earlier version on which this is based see 2165.,"Virgin Mary, assumption of",Virgin Mary,— two-line — aa,"The Assumption of Our Lady, added to the Cursor Mundi (3474) — 784 lines",,,,Cursor Mundi,,Text,8
DIMEV 6541,Who can the sorrow conceive alas,See also 447.,"Virgin Mary, sorrows of",Virgin Mary,— seven-line — ababbcc,The Sorrows of the Virgin Mary — forty-five stanzas rhyme royal,,,,,,Text,1
DIMEV 6543,Who could such a woman counterfeit,"Same as stanza 11 of 3618, occurring separately.","Virgin Mary, praise of",Virgin Mary,— eight-line,In praise of the Virgin Mary — one 8-line stanza,,,,,,Text,1
DIMEV 6561,Who shall give unto mine head a well,,"Virgin Mary, lament of",Virgin Mary,— eight-line — ababbcbc,"John Lydgate, ‘A lamentacioun of our lady Maria’ — in 8-line stanzas (ababbcbc) with varying refrain",,John Lydgate,,‘A lamentacioun of our lady Maria’,,Text,5
DIMEV 6603,Whoso desireth to get and conquer,"For other versions, see 3030.","Virgin Mary, miracles of",Virgin Mary,— seven-line — ababbcc,"Thomas Hoccleve, A miracle of the Virgin Mary: How Our Lady’s Psalter was first found — eighteen stanzas rhyme royal",,Thomas Hoccleve,,,,Text,3
DIMEV 6621,Whoso loveth well our Lady,,"Virgin Mary, miracles of",Virgin Mary,— two-line — aa,Miracle of the Virgin Mary: Boy slain by Jews for singing anthem — 152 lines in couplets,,,,,,Text,1
DIMEV 6669,Why have thee no ruth on my child,,"Virgin Mary, appeal of, to the Jews;Virgin Mary, compassion of",Virgin Mary,— four-line — abab,The Appeal of the Virgin Mary to the Jews — two quatrains in John Grimestone’s preaching notebook,,,,,,Text,1
DIMEV 6678,Why was I crowned and made heaven queen,,"Virgin Mary, lament of",Virgin Mary,— eight-line — ababbcbc,Stanza eleven of 2461 occuring separately,Latin,,,,,Text,1
DIMEV 6780,Women been fair for to…,,"women, praise of;Virgin Mary, praise of",women;Virgin Mary,— three-line,In praise of women and the Virgin Mary — four 3-line stanzas and burden: ‘Of alle thynges that god …’,,,,,,Text,1
DIMEV 6801,Worshipful maiden to the world Mary,,"Virgin Mary, praise of",Virgin Mary,— seven-line — ababbcc,"Thomas Hoccleve, ‘Inuocacio ad beatam Virginem’ — seven stanzas rhyme royal",,Thomas Hoccleve,,Inuocacio ad beatam Virginem,,Text,1
DIMEV 1716,Hail Gods Son of mights most,,"Virgin Mary and Christ, songs/prayers to",Virgin Mary and Christ,— eight-line — ababbcbc,A praising of Christ and the Virgin — thirteen 8-line stanzas with alternating refrains: ‘Beatus venter qui te portauit’ and ‘Beata vbera que suxisti’,Latin,,,,,Text,1
DIMEV 3327,Maiden and mother that bore the heaven king,,"Virgin Mary and Christ, songs/prayers to",Virgin Mary and Christ,— two-line — aa,A prayer to the Virgin Mary and Jesus — five couplets,,,,,,Text,1
